31-05-17,20.911,0.199,3,continuous,16320.97,284.305,8642.35,9.733,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.400,1.378,4.400,4.400,8.17,2.39,0.849,0.00,0.00,0.00,7.53,7.58,25.50,27,26,131.461,0.170,1.373,0.024,130.088,0.147,0.0000,0.094,0.000000,0.000000,

31-05-17,20.995,0.283,3,continuous,16320.97,284.305,8642.35,9.733,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.400,1.378,4.400,4.400,8.17,2.39,0.849,0.00,0.00,0.00,7.49,7.58,25.50,27,26,0.052,0.028,1.705,0.030,-1.653,-0.002,0.0000,0.000,0.000000,0.000000,

31-05-17,21.501,0.788,3,continuous,16320.97,284.305,8642.35,9.733,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.400,1.378,4.400,4.400,8.17,2.39,nan,0.00,0.00,0.00,7.64,8.50,25.50,27,26,-0.039,0.017,1.044,0.018,-1.083,-0.001,0.0000,0.506,0.000000,0.000000,

31-05-17,22.001,1.289,3,continuous,16320.97,284.305,8642.35,9.733,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.400,1.378,4.400,4.400,8.17,2.39,nan,0.00,0.00,0.00,7.82,8.50,25.50,27,26,-0.038,0.018,1.137,0.020,-1.176,-0.001,0.0000,1.006,0.000000,0.000000,

31-05-17,22.502,1.789,3,continuous,16320.97,284.305,8642.35,9.733,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.400,1.378,4.400,4.400,8.17,2.39,nan,0.00,0.00,0.00,7.93,8.50,25.50,27,26,-0.039,0.019,1.184,0.021,-1.223,-0.001,0.0000,1.507,0.000000,0.000000,

31-05-17,23.002,2.290,3,continuous,16320.97,284.305,8642.35,9.733,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.400,1.378,4.400,4.400,8.17,2.39,nan,0.00,0.00,0.00,8.03,8.50,25.50,27,26,-0.039,0.019,1.143,0.020,-1.182,-0.001,0.0000,2.007,0.000000,0.000000,

31-05-17,23.503,2.790,3,continuous,16320.97,284.305,8642.35,9.733,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.400,1.378,4.400,4.400,8.17,2.39,nan,0.00,0.00,0.00,8.08,8.50,25.50,27,26,-0.038,0.019,1.139,0.020,-1.177,-0.001,0.0000,2.508,0.000000,0.000000,

01-06-17,0.011,3.298,3,periodic,16721.00,300.433,8888.25,10.583,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.372,4.372,4.400,4.400,8.02,2.35,nan,0.00,0.00,0.00,8.16,8.50,25.50,27,26,-0.038,0.019,1.139,0.020,-1.177,-0.001,0.0000,3.016,0.000000,0.000000,

01-06-17,0.011,3.299,3,continuous,16721.00,300.433,8888.25,10.583,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.372,4.372,4.372,4.372,8.02,2.35,nan,0.00,0.00,0.00,8.16,8.50,25.50,27,26,51.850,0.073,0.686,0.012,51.164,0.061,-0.0500,3.016,0.000000,0.000000,

01-06-17,0.511,3.799,3,continuous,16721.00,300.433,8888.25,10.583,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.372,4.372,4.372,4.372,8.02,2.35,nan,0.00,0.00,0.00,8.19,8.50,25.50,27,26,-0.038,0.018,1.075,0.019,-1.113,-0.001,-0.0429,3.517,0.000000,0.000000,

01-06-17,1.012,4.300,3,continuous,16721.00,300.433,8888.25,10.583,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.372,4.372,4.372,4.372,8.02,2.35,nan,0.00,0.00,0.00,8.23,8.50,25.50,27,26,-0.039,0.019,1.123,0.020,-1.161,-0.001,-0.0376,4.017,0.000000,0.000000,

01-06-17,1.513,4.800,3,continuous,16721.00,300.433,8888.25,10.583,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.372,4.372,4.372,4.372,8.02,2.35,nan,0.00,0.00,0.00,8.27,8.50,25.50,27,26,-0.038,0.019,1.146,0.021,-1.184,-0.001,-0.0334,4.518,0.000000,0.000000,

01-06-17,2.013,5.301,3,continuous,16721.00,300.433,8888.25,10.583,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.372,4.372,4.372,4.372,8.02,2.35,nan,0.00,0.00,0.00,8.29,8.50,25.50,27,26,-0.038,0.019,1.153,0.021,-1.191,-0.001,-0.0301,5.018,0.000000,0.000000,

01-06-17,2.514,5.801,3,continuous,16721.00,300.433,8888.25,10.583,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.372,4.372,4.372,4.372,8.02,2.35,nan,0.00,0.00,0.00,8.30,8.50,25.50,27,26,-0.039,0.018,1.092,0.020,-1.131,-0.001,-0.0273,5.519,0.000000,0.000000,

01-06-17,3.083,6.371,3,continuous,16721.00,300.433,8888.25,10.583,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.372,4.372,4.372,4.372,8.02,2.35,0.849,0.00,0.00,0.00,8.30,7.58,25.50,27,26,0.043,-0.002,-0.143,-0.003,0.186,0.000,-0.0248,6.089,0.000000,0.000000,

01-06-17,3.167,6.455,3,continuous,16721.00,300.433,8888.25,10.583,0.07523,0.07815,0.00000,0.001137,0.10930,0.17050,0.51890,0.000427,1.774,4.372,4.372,4.372,4.372,8.02,2.35,0.849,0.01,0.00,0.01,8.19,7.58,25.50,27,26,0.054,0.000,0.012,0.000,0.042,0.000,-0.0244,6.172,0.000000,0.000000,

